gmtTime,srcAddrOrg,car_id,lng,lat,isArriveOrLeft,stationSeqNum
2017-05-08T06:23:02+0800,720040,50079550,120.130467,30.210239,1,20
2017-05-08T06:23:10+0800,720040,50079585,120.130152,30.200091,1,13
2017-05-08T06:23:13+0800,720040,50079562,120.098322,30.177154,2,32
2017-05-08T06:23:23+0800,720040,50079567,120.081015,30.166923,1,29
2017-05-08T06:23:25+0800,720040,50079585,120.129421,30.199555,2,13
2017-05-08T06:23:40+0800,720040,50079567,120.082197,30.167515,2,29
2017-05-08T06:23:44+0800,720040,50079581,120.118378,30.191083,2,34
2017-05-08T06:23:50+0800,720040,50079583,120.161699,30.24996,2,29
2017-05-08T06:23:51+0800,720040,50079546,120.134925,30.22875,2,8
2017-05-08T06:24:05+0800,720040,50079570,120.076391,30.161695,2,27
2017-05-08T06:24:21+0800,720040,50079580,120.155677,30.2474,2,2
2017-05-08T06:24:26+0800,720040,50079581,120.121876,30.193688,1,35
2017-05-08T06:24:28+0800,720040,50079562,120.105517,30.180912,1,33
2017-05-08T06:24:31+0800,720040,50079546,120.133648,30.226889,1,9
2017-05-08T06:24:32+0800,720040,50079550,120.131032,30.214973,2,20
2017-05-08T06:24:40+0800,720040,50079585,120.123779,30.195749,1,14
2017-05-08T06:24:40+0800,720040,50079546,120.133468,30.226197,2,9
2017-05-08T06:24:42+0800,720040,50079556,120.131122,30.215831,1,39
2017-05-08T06:24:47+0800,720040,50079581,120.123188,30.194941,2,35
2017-05-08T06:24:54+0800,720040,50079562,120.106689,30.18162,2,33
2017-05-08T06:24:55+0800,720040,50079580,120.154618,30.24519,1,3
2017-05-08T06:24:58+0800,720040,50079550,120.131065,30.216081,1,21
2017-05-08T06:25:00+0800,720040,50079585,120.122651,30.194789,2,14
2017-05-08T06:25:08+0800,720040,50079556,120.131089,30.216624,2,39
2017-05-08T06:25:16+0800,720040,50079567,120.086635,30.169895,1,30
2017-05-08T06:25:35+0800,720040,50079570,120.07765,30.164322,1,28
2017-05-08T06:25:55+0800,720040,50079580,120.153493,30.241183,1,4
2017-05-08T06:26:28+0800,720040,50079550,120.131771,30.221567,2,21
2017-05-08T06:26:28+0800,720040,50079562,120.114657,30.189152,1,34
2017-05-08T06:26:37+0800,720040,50079585,120.114259,30.189139,1,15
2017-05-08T06:26:45+0800,720040,50079556,120.133198,30.224411,1,40
2017-05-08T06:26:46+0800,720040,50079567,120.091223,30.172068,2,30
2017-05-08T06:26:50+0800,720040,50079567,120.09139,30.172282,1,31
2017-05-08T06:26:53+0800,720040,50079570,120.08084,30.166848,1,29
2017-05-08T06:27:00+0800,720040,50079585,120.113711,30.188818,2,15
2017-05-08T06:27:03+0800,720040,50079581,120.128877,30.198826,1,36
2017-05-08T06:27:03+0800,720040,50079562,120.115698,30.189695,2,34
2017-05-08T06:27:05+0800,720040,50079580,120.151988,30.23774,1,5
2017-05-08T06:27:07+0800,720040,50079583,120.16138,30.256472,1,30
2017-05-08T06:27:11+0800,720040,50079556,120.133529,30.225765,2,40
